source_file,invoice_number,vendor,invoice_date,grand_total,line_item_count,line_items,avg_unit_price,max_unit_price,sum_line_totals,is_anomaly,anomaly_reason
invoice_028.png,INV-10028,Blue River Logistics,2026-07-23,332.55,4,"[{'description': 'Ballpoint Pen Box', 'quantity': 8, 'unit_price': 3.28, 'line_total': 26.24}, {'description': 'Whiteboard Marker', 'quantity': 5, 'unit_price': 3.25, 'line_total': 16.25}, {'description': 'A4 Paper Ream', 'quantity': 4, 'unit_price': 11.54, 'line_total': 46.16}, {'description': 'Toner Cartridge', 'quantity': 5, 'unit_price': 48.78, 'line_total': 243.9}]",16.7125,48.78,332.55,False,
invoice_029.png,INV-10029,Blue River Logistics,2026-06-22,543.19,4,"[{'description': 'USB Hub', 'quantity': 5, 'unit_price': 26.14, 'line_total': 130.7}, {'description': 'Toner Cartridge', 'quantity': 5, 'unit_price': 71.03, 'line_total': 355.15}, {'description': 'A4 Paper Ream', 'quantity': 5, 'unit_price': 4.78, 'line_total': 23.9}, {'description': 'A4 Paper Ream', 'quantity': 4, 'unit_price': 8.36, 'line_total': 33.44}]",27.5775,71.03,543.19,False,
invoice_030.png,INV-10030,Blue River Logistics,2026-06-04,41.35,2,"[{'description': 'Whiteboard Marker', 'quantity': 8, 'unit_price': 3.0, 'line_total': 24.0}, {'description': 'Whiteboard Marker', 'quantity': 5, 'unit_price': 3.47, 'line_total': 17.35}]",3.2350000000000003,3.47,41.35,False,
invoice_031.png,INV-10031,Blue River Logistics,2026-06-18,1051.44,3,"[{'description': 'Toner Cartridge', 'quantity': 7, 'unit_price': 119.21, 'line_total': 834.47}, {'description': 'A4 Paper Ream', 'quantity': 3, 'unit_price': 4.61, 'line_total': 13.83}, {'description': 'Desk Lamp', 'quantity': 7, 'unit_price': 29.02, 'line_total': 203.14}]",50.946666666666665,119.21,1051.44,False,
invoice_032.png,INV-10032,Acme Office Supplies,2026-06-13,1325.68,4,"[{'description': 'USB Hub', 'quantity': 5, 'unit_price': 16.13, 'line_total': 80.65}, {'description': 'Toner Cartridge', 'quantity': 3, 'unit_price': 65.18, 'line_total': 195.54}, {'description': 'A4 Paper Ream', 'quantity': 5, 'unit_price': 7.23, 'line_total': 36.15}, {'description': 'Ergonomic Chair', 'quantity': 6, 'unit_price': 168.89, 'line_total': 1013.34}]",64.3575,168.89,1325.68,False,
invoice_033.png,INV-10033,Cypress Software Ltd,2026-07-04,233.91,4,"[{'description': 'Toner Cartridge', 'quantity': 1, 'unit_price': 70.15, 'line_total': 70.15}, {'description': 'Ballpoint Pen Box', 'quantity': 8, 'unit_price': 5.04, 'line_total': 40.32}, {'description': 'USB Hub', 'quantity': 4, 'unit_price': 27.62, 'line_total': 110.48}, {'description': 'A4 Paper Ream', 'quantity': 2, 'unit_price': 6.48, 'line_total': 12.96}]",27.3225,70.15,233.91,False,
invoice_034.png,INV-10034,Acme Office Supplies,2026-07-13,1026.8,5,"[{'description': 'A4 Paper Ream', 'quantity': 7, 'unit_price': 4.67, 'line_total': 32.69}, {'description': 'Desk Lamp', 'quantity': 4, 'unit_price': 25.63, 'line_total': 102.52}, {'description': 'Toner Cartridge', 'quantity': 7, 'unit_price': 102.32, 'line_total': 716.24}, {'description': 'Coffee Beans 1kg', 'quantity': 3, 'unit_price': 22.83, 'line_total': 68.49}, {'description': 'Toner Cartridge', 'quantity': 1, 'unit_price': 106.86, 'line_total': 106.86}]",52.462,106.86,1026.8,False,
invoice_035.png,INV-10035,Evergreen Catering Co,2026-06-07,109.44,3,"[{'description': 'A4 Paper Ream', 'quantity': 4, 'unit_price': 5.14, 'line_total': 20.56}, {'description': 'A4 Paper Ream', 'quantity': 3, 'unit_price': 9.28, 'line_total': 27.84}, {'description': 'Ballpoint Pen Box', 'quantity': 7, 'unit_price': 8.72, 'line_total': 61.04}]",7.713333333333334,9.28,109.44,False,
invoice_036.png,INV-10036,Evergreen Catering Co,2026-07-25,234.16,2,"[{'description': 'USB Hub', 'quantity': 8, 'unit_price': 21.59, 'line_total': 172.72}, {'description': 'Coffee Beans 1kg', 'quantity': 2, 'unit_price': 30.72, 'line_total': 61.44}]",26.155,30.72,234.16,False,
invoice_037.png,INV-10037,Evergreen Catering Co,2026-05-24,62.63,2,"[{'description': 'Ballpoint Pen Box', 'quantity': 8, 'unit_price': 4.86, 'line_total': 38.88}, {'description': 'Ballpoint Pen Box', 'quantity': 5, 'unit_price': 4.75, 'line_total': 23.75}]",4.805,4.86,62.63,False,
invoice_038.png,INV-10038,Blue River Logistics,2026-07-02,1562.78,5,"[{'description': 'Coffee Beans 1kg', 'quantity': 7, 'unit_price': 19.3, 'line_total': 135.1}, {'description': 'Desk Lamp', 'quantity': 1, 'unit_price': 48.53, 'line_total': 48.53}, {'description': 'USB Hub', 'quantity': 2, 'unit_price': 29.99, 'line_total': 59.98}, {'description': 'Ergonomic Chair', 'quantity': 5, 'unit_price': 250.31, 'line_total': 1251.55}, {'description': 'Desk Lamp', 'quantity': 3, 'unit_price': 22.54, 'line_total': 67.62}]",74.134,250.31,1562.78,False,
invoice_039.png,INV-10039,Acme Office Supplies,2026-05-30,507.57,4,"[{'description': 'Ballpoint Pen Box', 'quantity': 4, 'unit_price': 7.66, 'line_total': 30.64}, {'description': 'Desk Lamp', 'quantity': 5, 'unit_price': 41.98, 'line_total': 209.9}, {'description': 'Coffee Beans 1kg', 'quantity': 2, 'unit_price': 34.89, 'line_total': 69.78}, {'description': 'USB Hub', 'quantity': 5, 'unit_price': 39.45, 'line_total': 197.25}]",30.995,41.98,507.57,False,
invoice_040.png,INV-10040,Delta Industrial Parts,2026-07-29,828.16,4,"[{'description': 'Coffee Beans 1kg', 'quantity': 2, 'unit_price': 31.94, 'line_total': 63.88}, {'description': 'Coffee Beans 1kg', 'quantity': 5, 'unit_price': 24.58, 'line_total': 122.9}, {'description': 'USB Hub', 'quantity': 2, 'unit_price': 29.54, 'line_total': 59.08}, {'description': 'Toner Cartridge', 'quantity': 5, 'unit_price': 116.46, 'line_total': 582.3}]",50.629999999999995,116.46,828.16,False,
invoice_041.png,INV-10041,Blue River Logistics,2026-05-15,252.2,4,"[{'description': 'Ballpoint Pen Box', 'quantity': 6, 'unit_price': 4.73, 'line_total': 28.38}, {'description': 'Coffee Beans 1kg', 'quantity': 7, 'unit_price': 18.42, 'line_total': 128.94}, {'description': 'A4 Paper Ream', 'quantity': 8, 'unit_price': 9.61, 'line_total': 76.88}, {'description': 'Whiteboard Marker', 'quantity': 5, 'unit_price': 3.6, 'line_total': 18.0}]",9.09,18.42,252.2,False,
invoice_042.png,INV-10042,Delta Industrial Parts,2026-06-17,873.07,5,"[{'description': 'Ergonomic Chair', 'quantity': 2, 'unit_price': 288.05, 'line_total': 576.1}, {'description': 'A4 Paper Ream', 'quantity': 6, 'unit_price': 10.13, 'line_total': 60.78}, {'description': 'Whiteboard Marker', 'quantity': 2, 'unit_price': 4.3, 'line_total': 8.6}, {'description': 'USB Hub', 'quantity': 1, 'unit_price': 37.54, 'line_total': 37.54}, {'description': 'Desk Lamp', 'quantity': 5, 'unit_price': 38.01, 'line_total': 190.05}]",75.60600000000001,288.05,873.07,False,
invoice_043.png,INV-10043,Delta Industrial Parts,2026-06-12,1924.21,2,"[{'description': 'Ergonomic Chair', 'quantity': 7, 'unit_price': 271.13, 'line_total': 1897.91}, {'description': 'A4 Paper Ream', 'quantity': 5, 'unit_price': 5.26, 'line_total': 26.3}]",138.195,271.13,1924.21,True,isolation forest flagged this invoice as an outlier (score -0.076)
invoice_044.png,INV-10044,Cypress Software Ltd,2026-07-12,519.45,3,"[{'description': 'Desk Lamp', 'quantity': 7, 'unit_price': 43.97, 'line_total': 307.79}, {'description': 'USB Hub', 'quantity': 6, 'unit_price': 34.63, 'line_total': 207.78}, {'description': 'Whiteboard Marker', 'quantity': 1, 'unit_price': 3.88, 'line_total': 3.88}]",27.493333333333336,43.97,519.45,False,
invoice_045.png,INV-10045,Delta Industrial Parts,2026-05-22,442.3,3,"[{'description': 'Ballpoint Pen Box', 'quantity': 1, 'unit_price': 9.36, 'line_total': 9.36}, {'description': 'Whiteboard Marker', 'quantity': 8, 'unit_price': 3.23, 'line_total': 25.84}, {'description': 'Toner Cartridge', 'quantity': 5, 'unit_price': 81.42, 'line_total': 407.1}]",31.33666666666667,81.42,442.3,False,
invoice_046.png,INV-10046,Evergreen Catering Co,2026-07-15,787.25,3,"[{'description': 'Coffee Beans 1kg', 'quantity': 7, 'unit_price': 23.84, 'line_total': 166.88}, {'description': 'Desk Lamp', 'quantity': 5, 'unit_price': 53.78, 'line_total': 268.9}, {'description': 'Desk Lamp', 'quantity': 7, 'unit_price': 50.21, 'line_total': 351.47}]",42.61,53.78,787.25,False,
invoice_047.png,INV-10047,Cypress Software Ltd,2026-05-31,1864.07,5,"[{'description': 'Ballpoint Pen Box', 'quantity': 3, 'unit_price': 7.45, 'line_total': 22.35}, {'description': 'Ballpoint Pen Box', 'quantity': 4, 'unit_price': 6.5, 'line_total': 26.0}, {'description': 'Coffee Beans 1kg', 'quantity': 4, 'unit_price': 25.7, 'line_total': 102.8}, {'description': 'Ergonomic Chair', 'quantity': 8, 'unit_price': 205.48, 'line_total': 1643.84}, {'description': 'USB Hub', 'quantity': 4, 'unit_price': 17.27, 'line_total': 69.08}]",52.48,205.48,1864.07,False,
invoice_048.png,INV-10048,Cypress Software Ltd,2026-05-21,808.38,2,"[{'description': 'Ergonomic Chair', 'quantity': 4, 'unit_price': 193.66, 'line_total': 774.64}, {'description': 'USB Hub', 'quantity': 1, 'unit_price': 33.74, 'line_total': 33.74}]",113.7,193.66,808.38,True,isolation forest flagged this invoice as an outlier (score -0.027)
invoice_049.png,INV-10049,Delta Industrial Parts,2026-06-12,1195.5,5,"[{'description': 'USB Hub', 'quantity': 7, 'unit_price': 21.76, 'line_total': 152.32}, {'description': 'A4 Paper Ream', 'quantity': 8, 'unit_price': 6.58, 'line_total': 52.64}, {'description': 'Ergonomic Chair', 'quantity': 3, 'unit_price': 257.35, 'line_total': 772.05}, {'description': 'USB Hub', 'quantity': 2, 'unit_price': 21.78, 'line_total': 43.56}, {'description': 'USB Hub', 'quantity': 7, 'unit_price': 24.99, 'line_total': 174.93}]",66.492,257.35,1195.5,False,
invoice_050.png,INV-10005,Delta Industrial Parts,2026-07-10,2598.08,4,"[{'description': 'Toner Cartridge', 'quantity': 8, 'unit_price': 76.63, 'line_total': 613.04}, {'description': 'Ballpoint Pen Box', 'quantity': 6, 'unit_price': 5.44, 'line_total': 32.64}, {'description': 'Ergonomic Chair', 'quantity': 8, 'unit_price': 235.98, 'line_total': 1887.84}, {'description': 'Coffee Beans 1kg', 'quantity': 2, 'unit_price': 32.28, 'line_total': 64.56}]",87.5825,235.98,2598.08,True,possible duplicate of invoice_005.png (score 100.0)
